-6.2832,-18.568,-31.92,-54.873,-94.33,-162.16,-2100,-4500,-6199.9,-6300.1,-40969,-44005,-54003,-74993,-4.9685+7000j,-4.9685-7000j,-20.173+18000j,-20.173-18000j
0.00044864,-0.007591,0.032665,-0.07952,0.12187,-0.095715,1.9209,4360.4,-4615,4663.5,-1.73E+05,3.11E+05,-1.81E+05,63353,3.682-6999.8j,3.682+6999.8j,119.09-15000j,119.09+15000j
