9.00E-16,-2.16E-07,-10019,-538.34,0.21958+0.22124j,3.7368+1.9303j,0.21958-0.22124j,3.7368-1.9303j,182.88+65.934j,-268.55-76.004j,182.88-65.934j,-268.55+76.004j,132.9+18.383j,75.653+0.98304j,132.9-18.383j,75.653-0.98304j
-2.16E-07,47.619,-538.34,-28.926,3.7368+1.9303j,55.986+9.2914j,3.7368-1.9303j,55.986-9.2914j,-268.55-76.004j,392.27+81.793j,-268.55+76.004j,392.27-81.793j,75.653+0.98304j,42.401-4.7459j,75.653-0.98304j,42.401+4.7459j
